RACE_ETHNICITY,CASES,CASE_PERCENTAGE,DEATHS,DEATH_PERCENTAGE,PERCENT_CA_POPULATION,DATE
Black,64518,4,1697,6.9,6,12/30/2020
Multi-Race,20372,1.3,252,1,2.2,12/30/2020
Other,191572,12,210,0.9,0,12/30/2020
Latino,916049,55.4,12009,47.2,38.9,12/31/2020
White,330626,20,8008,31.5,36.6,12/31/2020
Asian,104690,6.3,2949,11.6,15.4,12/31/2020
Black,66557,4,1759,6.9,6,12/31/2020
Multi-Race,21389,1.3,268,1.1,2.2,12/31/2020
Other,198372,12,237,0.9,0,12/31/2020
Latino,934959,55.3,12181,47.1,38.9,1/1/2021
White,338842,20,8136,31.5,36.6,1/1/2021
Asian,107465,6.4,3003,11.6,15.4,1/1/2021
Black,67996,4,1781,6.9,6,1/1/2021
Multi-Race,21985,1.3,273,1.1,2.2,1/1/2021
Other,204513,12.1,258,1,0,1/1/2021
Latino,951899,55.2,12282,47.1,38.9,1/2/2021
White,345442,20,8211,31.5,36.6,1/2/2021
Asian,109724,6.4,3031,11.6,15.4,1/2/2021
Black,69353,4,1801,6.9,6,1/2/2021
Multi-Race,22331,1.3,281,1.1,2.2,1/2/2021
Other,209350,12.1,267,1,0,1/2/2021
Latino,966661,55.3,12314,47.1,38.9,1/3/2021
White,350048,20,8230,31.5,36.6,1/3/2021
Asian,111456,6.4,3043,11.6,15.4,1/3/2021
Black,70441,4,1804,6.9,6,1/3/2021
Multi-Race,22511,1.3,282,1.1,2.2,1/3/2021
Other,212926,12.2,267,1,0,1/3/2021
Latino,979315,55.2,12422,47.1,38.9,1/4/2021
White,355808,20,8309,31.5,36.6,1/4/2021
Asian,113487,6.4,3056,11.6,15.4,1/4/2021
Black,71566,4,1816,6.9,6,1/4/2021
Multi-Race,22949,1.3,283,1.1,2.2,1/4/2021
Other,216946,12.2,278,1.1,0,1/4/2021
Latino,990854,55.1,12583,47,38.9,1/5/2021
White,360022,20,8441,31.5,36.6,1/5/2021
Asian,114864,6.4,3109,11.6,15.4,1/5/2021
Black,72361,4,1833,6.8,6,1/5/2021
Multi-Race,23026,1.3,286,1.1,2.2,1/5/2021
Other,220043,12.2,298,1.1,0,1/5/2021
Latino,1007959,55.1,12827,47,38.9,1/6/2021
White,366351,20,8619,31.6,36.6,1/6/2021
Asian,117227,6.4,3171,11.6,15.4,1/6/2021
Black,73573,4,1853,6.8,6,1/6/2021
Multi-Race,23457,1.3,291,1.1,2.2,1/6/2021
Other,224198,12.3,316,1.2,0,1/6/2021
Latino,1031277,55.1,13040,46.9,38.9,1/7/2021
White,374526,20,8791,31.6,36.6,1/7/2021
Asian,120172,6.4,3227,11.6,15.4,1/7/2021
Black,75064,4,1872,6.7,6,1/7/2021
Multi-Race,24109,1.3,297,1.1,2.2,1/7/2021
Other,230717,12.3,338,1.2,0,1/7/2021
Latino,1054317,55,13300,46.8,38.9,1/8/2021
White,383641,20,8976,31.6,36.6,1/8/2021
Asian,123544,6.4,3286,11.6,15.4,1/8/2021
Black,76770,4,1911,6.7,6,1/8/2021
Multi-Race,24794,1.3,307,1.1,2.2,1/8/2021
Other,237816,12.4,359,1.3,0,1/8/2021
Latino,1078116,55,13484,46.7,38.9,1/9/2021
White,391396,20,9133,31.7,36.6,1/9/2021
Asian,126414,6.4,3349,11.6,15.4,1/9/2021
Black,78392,4,1934,6.7,6,1/9/2021
Multi-Race,25284,1.3,317,1.1,2.2,1/9/2021
Other,244040,12.4,373,1.3,0,1/9/2021
Latino,1098158,55,13627,46.6,38.9,1/10/2021
White,397915,19.9,9243,31.6,36.6,1/10/2021
Asian,128784,6.5,3404,11.6,15.4,1/10/2021
Black,79786,4,1955,6.7,6,1/10/2021
Multi-Race,25749,1.3,329,1.1,2.2,1/10/2021
Other,248502,12.4,403,1.4,0,1/10/2021
Latino,1116243,55,13708,46.6,38.9,1/11/2021
White,403801,19.9,9307,31.6,36.6,1/11/2021
Asian,130966,6.5,3440,11.7,15.4,1/11/2021
Black,81036,4,1968,6.7,6,1/11/2021
Multi-Race,26008,1.3,332,1.1,2.2,1/11/2021
Other,253413,12.5,406,1.4,0,1/11/2021
Latino,1133397,55,14078,46.6,38.9,1/12/2021
White,409082,19.9,9569,31.7,36.6,1/12/2021
Asian,133241,6.5,3535,11.7,15.4,1/12/2021
Black,82125,4,2016,6.7,6,1/12/2021
Multi-Race,26303,1.3,340,1.1,2.2,1/12/2021
Other,256656,12.5,400,1.3,0,1/12/2021
Latino,1148799,55,14292,46.5,38.9,1/13/2021
White,414819,19.9,9736,31.7,36.6,1/13/2021
Asian,135579,6.5,3605,11.7,15.4,1/13/2021
Black,83262,4,2050,6.7,6,1/13/2021
Multi-Race,26502,1.3,344,1.1,2.2,1/13/2021
Other,261173,12.5,416,1.4,0,1/13/2021
Latino,1169350,55,14443,46.4,38.9,1/14/2021
White,421508,19.8,9891,31.8,36.6,1/14/2021
Asian,138242,6.5,3643,11.7,15.4,1/14/2021
Black,84645,4,2075,6.7,6,1/14/2021
Multi-Race,26730,1.3,355,1.1,2.2,1/14/2021
Other,266095,12.5,441,1.4,0,1/14/2021
Latino,1187089,54.9,14649,46.2,38.9,1/15/2021
White,429258,19.9,10091,31.9,36.6,1/15/2021
Asian,141013,6.5,3718,11.7,15.4,1/15/2021
Black,86085,4,2110,6.7,6,1/15/2021
Multi-Race,27746,1.3,361,1.1,2.2,1/15/2021
Other,272115,12.6,473,1.5,0,1/15/2021
Latino,1206977,54.9,14886,46.2,38.9,1/16/2021
White,436083,19.8,10256,31.8,36.6,1/16/2021
Asian,143690,6.5,3790,11.8,15.4,1/16/2021
Black,87689,4,2147,6.7,6,1/16/2021
Multi-Race,28242,1.3,364,1.1,2.2,1/16/2021
Other,276887,12.6,497,1.5,0,1/16/2021
Latino,1222272,54.9,15018,46.2,38.9,1/17/2021
White,441059,19.8,10362,31.9,36.6,1/17/2021
Asian,145554,6.5,3816,11.7,15.4,1/17/2021
Black,88845,4,2160,6.6,6,1/17/2021
Multi-Race,28699,1.3,372,1.1,2.2,1/17/2021
Other,279974,12.6,516,1.6,0,1/17/2021
Latino,1234755,54.9,15119,46.2,38.9,1/18/2021
White,445062,19.8,10428,31.8,36.6,1/18/2021
Asian,147086,6.5,3827,11.7,15.4,1/18/2021
Black,89707,4,2173,6.6,6,1/18/2021
Multi-Race,29084,1.3,376,1.1,2.2,1/18/2021
Other,282235,12.6,537,1.6,0,1/18/2021
Latino,1245900,55,15240,46.1,38.9,1/19/2021
White,448577,19.8,10530,31.9,36.6,1/19/2021
Asian,148487,6.5,3866,11.7,15.4,1/19/2021
Black,90545,4,2195,6.6,6,1/19/2021
Multi-Race,29394,1.3,382,1.2,2.2,1/19/2021
Other,284190,12.5,548,1.7,0,1/19/2021
Latino,1255339,54.9,15554,46.1,38.9,1/20/2021
White,452456,19.8,10741,31.9,36.6,1/20/2021
Asian,149951,6.6,3932,11.7,15.4,1/20/2021
Black,91295,4,2229,6.6,6,1/20/2021
Multi-Race,29677,1.3,389,1.2,2.2,1/20/2021
Other,285682,12.5,571,1.7,0,1/20/2021
Latino,1267145,55,15829,46,38.9,1/21/2021
White,456733,19.8,10976,31.9,36.6,1/21/2021
Asian,151576,6.6,4005,11.6,15.4,1/21/2021
Black,92173,4,2272,6.6,6,1/21/2021
Multi-Race,30196,1.3,392,1.1,2.2,1/21/2021
Other,287374,12.5,598,1.7,0,1/21/2021
Latino,1277389,55,16046,46,38.9,1/22/2021
White,460463,19.8,11145,32,36.6,1/22/2021
Asian,152907,6.6,4054,11.6,15.4,1/22/2021
Black,92937,4,2296,6.6,6,1/22/2021
Multi-Race,30274,1.3,402,1.2,2.2,1/22/2021
Other,289088,12.4,616,1.8,0,1/22/2021
Latino,1289848,55,16348,46.1,38.9,1/23/2021
White,464301,19.8,11330,31.9,36.6,1/23/2021
Asian,154423,6.6,4126,11.6,15.4,1/23/2021
Black,93817,4,2333,6.6,6,1/23/2021
Multi-Race,30660,1.3,410,1.2,2.2,1/23/2021
Other,290878,12.4,637,1.8,0,1/23/2021
Latino,1301553,55,16433,46,38.9,1/24/2021
White,469037,19.8,11404,31.9,36.6,1/24/2021
Asian,156230,6.6,4155,11.6,15.4,1/24/2021
Black,94769,4,2345,6.6,6,1/24/2021
Multi-Race,31157,1.3,415,1.2,2.2,1/24/2021
Other,293837,12.4,650,1.8,0,1/24/2021
Latino,1309764,55,16518,46,38.9,1/25/2021
White,471996,19.8,11460,31.9,36.6,1/25/2021
Asian,157362,6.6,4185,11.7,15.4,1/25/2021
Black,95491,4,2349,6.5,6,1/25/2021
Multi-Race,31407,1.3,419,1.2,2.2,1/25/2021
Other,295225,12.4,666,1.9,0,1/25/2021
Latino,1317261,55,16822,46,38.9,1/26/2021
White,475186,19.8,11664,31.9,36.6,1/26/2021
Asian,158576,6.6,4256,11.6,15.4,1/26/2021
Black,96053,4,2391,6.5,6,1/26/2021
Multi-Race,31788,1.3,422,1.2,2.2,1/26/2021
Other,296416,12.4,691,1.9,0,1/26/2021
Latino,1326727,55,17147,46,38.9,1/27/2021
White,478329,19.8,11879,31.9,36.6,1/27/2021
Asian,159865,6.6,4341,11.6,15.4,1/27/2021
Black,96722,4,2423,6.5,6,1/27/2021
Multi-Race,32224,1.3,428,1.1,2.2,1/27/2021
Other,297086,12.3,725,1.9,0,1/27/2021
Latino,1336890,55,17404,46,38.9,1/28/2021
White,482025,19.8,12045,31.8,36.6,1/28/2021
Asian,161539,6.6,4399,11.6,15.4,1/28/2021
Black,97463,4,2452,6.5,6,1/28/2021
Multi-Race,32718,1.3,436,1.2,2.2,1/28/2021
Other,298179,12.3,761,2,0,1/28/2021
Latino,1347343,55,17681,46,38.9,1/29/2021
White,485750,19.8,12267,31.9,36.6,1/29/2021
Asian,163086,6.7,4462,11.6,15.4,1/29/2021
Black,98263,4,2488,6.5,6,1/29/2021
Multi-Race,33506,1.4,451,1.2,2.2,1/29/2021
Other,298712,12.2,776,2,0,1/29/2021
Latino,1355776,55,17965,46,38.9,1/30/2021
White,489390,19.9,12423,31.8,36.6,1/30/2021
Asian,164484,6.7,4532,11.6,15.4,1/30/2021
Black,98959,4,2516,6.4,6,1/30/2021
Multi-Race,34056,1.4,458,1.2,2.2,1/30/2021
Other,300252,12.2,787,2,0,1/30/2021
Latino,1364160,55,18123,46,38.9,1/31/2021
White,492364,19.9,12511,31.8,36.6,1/31/2021
Asian,165646,6.7,4574,11.6,15.4,1/31/2021
Black,99580,4,2532,6.4,6,1/31/2021
Multi-Race,34444,1.4,473,1.2,2.2,1/31/2021
Other,301198,12.1,799,2,0,1/31/2021
Latino,1370089,55,18220,46,38.9,2/1/2021
White,494536,19.9,12573,31.8,36.6,2/1/2021
Asian,166565,6.7,4595,11.6,15.4,2/1/2021
Black,100076,4,2539,6.4,6,2/1/2021
Multi-Race,34628,1.4,479,1.2,2.2,2/1/2021
Other,301981,12.1,804,2,0,2/1/2021
Latino,1375197,55,18502,46.1,38.9,2/2/2021
White,496550,19.9,12761,31.8,36.6,2/2/2021
Asian,167317,6.7,4643,11.6,15.4,2/2/2021
Black,100486,4,2571,6.4,6,2/2/2021
Multi-Race,34844,1.4,491,1.2,2.2,2/2/2021
Other,302270,12.1,805,2,0,2/2/2021
Latino,1382352,55,18756,46,38.9,2/3/2021
White,499316,19.9,12968,31.8,36.6,2/3/2021
Asian,168276,6.7,4703,11.5,15.4,2/3/2021
Black,101004,4,2601,6.4,6,2/3/2021
Multi-Race,35225,1.4,496,1.2,2.2,2/3/2021
Other,302891,12.1,827,2,0,2/3/2021
Latino,1389409,55,19117,46.1,38.9,2/4/2021
White,502234,19.9,13190,31.8,36.6,2/4/2021
Asian,169451,6.7,4785,11.5,15.4,2/4/2021
Black,101616,4,2632,6.3,6,2/4/2021
Multi-Race,35685,1.4,508,1.2,2.2,2/4/2021
Other,303775,12,855,2.1,0,2/4/2021
Latino,1395863,55,19407,46.1,38.9,2/5/2021
White,504843,19.9,13361,31.8,36.6,2/5/2021
Asian,170401,6.7,4850,11.5,15.4,2/5/2021
Black,102113,4,2662,6.3,6,2/5/2021
Multi-Race,36067,1.4,521,1.2,2.2,2/5/2021
Other,304040,12,863,2.1,0,2/5/2021
Latino,1402958,55,19624,46.2,38.9,2/6/2021
White,507681,19.9,13485,31.7,36.6,2/6/2021
Asian,171443,6.7,4894,11.5,15.4,2/6/2021
Black,102703,4,2677,6.3,6,2/6/2021
Multi-Race,36372,1.4,527,1.2,2.2,2/6/2021
Other,305167,12,878,2.1,0,2/6/2021
Latino,1407969,55,19756,46.2,38.9,2/7/2021
White,509892,19.9,13578,31.7,36.6,2/7/2021
Asian,172315,6.7,4923,11.5,15.4,2/7/2021
Black,103111,4,2699,6.3,6,2/7/2021
Multi-Race,36630,1.4,532,1.2,2.2,2/7/2021
Other,305970,12,884,2.1,0,2/7/2021
Latino,1411997,55,19846,46.2,38.9,2/8/2021
White,511462,19.9,13628,31.7,36.6,2/8/2021
Asian,172934,6.7,4938,11.5,15.4,2/8/2021
Black,103481,4,2713,6.3,6,2/8/2021
Multi-Race,36799,1.4,534,1.2,2.2,2/8/2021
Other,306386,11.9,883,2.1,0,2/8/2021
Latino,1415893,55,20125,46.3,38.9,2/9/2021
White,513077,19.9,13744,31.6,36.6,2/9/2021
Asian,173673,6.7,5009,11.5,15.4,2/9/2021
Black,103870,4,2749,6.3,6,2/9/2021
Multi-Race,36970,1.4,535,1.2,2.2,2/9/2021
Other,306671,11.9,887,2,0,2/9/2021
Latino,1421616,55.1,20364,46.3,38.9,2/10/2021
White,515005,19.9,13918,31.6,36.6,2/10/2021
Asian,174482,6.8,5054,11.5,15.4,2/10/2021
Black,104332,4,2783,6.3,6,2/10/2021
Multi-Race,37350,1.4,546,1.2,2.2,2/10/2021
Other,306608,11.9,918,2.1,0,2/10/2021
Latino,1427192,55.1,20596,46.3,38.9,2/11/2021
White,517166,20,14068,31.6,36.6,2/11/2021
Asian,175198,6.8,5110,11.5,15.4,2/11/2021
Black,104756,4,2810,6.3,6,2/11/2021
Multi-Race,37667,1.5,549,1.2,2.2,2/11/2021
Other,306842,11.8,962,2.2,0,2/11/2021
Latino,1432099,55.1,20782,46.2,38.9,2/12/2021
White,519168,20,14216,31.6,36.6,2/12/2021
Asian,175922,6.8,5175,11.5,15.4,2/12/2021
Black,105179,4,2828,6.3,6,2/12/2021
Multi-Race,37976,1.5,558,1.2,2.2,2/12/2021
Other,307134,11.8,973,2.2,0,2/12/2021
Latino,1437235,55.1,20989,46.2,38.9,2/13/2021
White,521073,20,14348,31.6,36.6,2/13/2021
Asian,176589,6.8,5241,11.5,15.4,2/13/2021
Black,105625,4,2857,6.3,6,2/13/2021
Multi-Race,38297,1.5,560,1.2,2.2,2/13/2021
Other,307185,11.8,997,2.2,0,2/13/2021
Latino,1441312,55.1,21098,46.2,38.9,2/14/2021
White,522663,20,14425,31.6,36.6,2/14/2021
Asian,177100,6.8,5271,11.5,15.4,2/14/2021
Black,105960,4.1,2863,6.3,6,2/14/2021
Multi-Race,38562,1.5,569,1.2,2.2,2/14/2021
Other,307163,11.7,1007,2.2,0,2/14/2021
Latino,1444316,55.1,21139,46.2,38.9,2/15/2021
White,523927,20,14453,31.6,36.6,2/15/2021
Asian,177576,6.8,5279,11.5,15.4,2/15/2021
Black,106201,4.1,2865,6.3,6,2/15/2021
Multi-Race,38680,1.5,570,1.2,2.2,2/15/2021
Other,307410,11.7,1007,2.2,0,2/15/2021
Latino,1446427,55.1,21267,46.2,38.9,2/16/2021
White,524753,20,14542,31.6,36.6,2/16/2021
Asian,177919,6.8,5309,11.5,15.4,2/16/2021
Black,106400,4.1,2876,6.2,6,2/16/2021
Multi-Race,38784,1.5,575,1.2,2.2,2/16/2021
Other,307324,11.7,1015,2.2,0,2/16/2021
Latino,1449831,55.1,21466,46.2,38.9,2/17/2021
White,526046,20,14689,31.6,36.6,2/17/2021
Asian,178375,6.8,5371,11.6,15.4,2/17/2021
Black,106708,4.1,2891,6.2,6,2/17/2021
Multi-Race,39026,1.5,578,1.2,2.2,2/17/2021
Other,307116,11.7,1028,2.2,0,2/17/2021
Latino,1454195,55.1,21677,46.2,38.9,2/18/2021
White,527690,20,14819,31.6,36.6,2/18/2021
Asian,179040,6.8,5413,11.5,15.4,2/18/2021
Black,107081,4.1,2918,6.2,6,2/18/2021
Multi-Race,39322,1.5,580,1.2,2.2,2/18/2021
Other,306950,11.6,1036,2.2,0,2/18/2021
Latino,1458771,55.1,21866,46.2,38.9,2/19/2021
White,529334,20,14958,31.6,36.6,2/19/2021
Asian,179671,6.8,5464,11.5,15.4,2/19/2021
Black,107436,4.1,2946,6.2,6,2/19/2021
Multi-Race,39616,1.5,586,1.2,2.2,2/19/2021
Other,306751,11.6,1055,2.2,0,2/19/2021
Latino,1462751,55.2,22030,46.2,38.9,2/20/2021
White,530958,20,15083,31.6,36.6,2/20/2021
Asian,180258,6.8,5504,11.5,15.4,2/20/2021
Black,107741,4.1,2972,6.2,6,2/20/2021
Multi-Race,39910,1.5,599,1.3,2.2,2/20/2021
Other,306877,11.6,1062,2.2,0,2/20/2021
Latino,1466824,55.2,22114,46.1,38.9,2/21/2021
White,532295,20,15170,31.7,36.6,2/21/2021
Asian,180788,6.8,5536,11.6,15.4,2/21/2021
Black,108013,4.1,2982,6.2,6,2/21/2021
Multi-Race,40154,1.5,603,1.3,2.2,2/21/2021
Other,306878,11.5,1069,2.2,0,2/21/2021
Latino,1469005,55.2,22141,46.1,38.9,2/22/2021
White,533145,20,15205,31.7,36.6,2/22/2021
Asian,181145,6.8,5548,11.6,15.4,2/22/2021
Black,108204,4.1,2984,6.2,6,2/22/2021
Multi-Race,40300,1.5,610,1.3,2.2,2/22/2021
Other,306830,11.5,1072,2.2,0,2/22/2021
Latino,1472040,55.2,22371,46.3,38.9,2/23/2021
White,534330,20,15249,31.5,36.6,2/23/2021
Asian,181664,6.8,5590,11.6,15.4,2/23/2021
Black,108479,4.1,3004,6.2,6,2/23/2021
Multi-Race,40426,1.5,612,1.3,2.2,2/23/2021
Other,307021,11.5,1064,2.2,0,2/23/2021
Latino,1476643,55.2,22893,46.2,38.9,2/24/2021
White,535706,20,15648,31.6,36.6,2/24/2021
Asian,182235,6.8,5752,11.6,15.4,2/24/2021
Black,108739,4.1,3089,6.2,6,2/24/2021
Multi-Race,40752,1.5,626,1.3,2.2,2/24/2021
Other,306466,11.5,1084,2.2,0,2/24/2021
Latino,1479012,55.2,23046,46.1,38.9,2/25/2021
White,537448,20.1,15836,31.7,36.6,2/25/2021
Asian,182779,6.8,5792,11.6,15.4,2/25/2021
Black,109065,4.1,3119,6.2,6,2/25/2021
Multi-Race,41093,1.5,644,1.3,2.2,2/25/2021
Other,306803,11.4,1117,2.2,0,2/25/2021
Latino,1484054,55.2,23307,46.2,38.9,2/26/2021
White,538323,20,15908,31.5,36.6,2/26/2021
Asian,183305,6.8,5848,11.6,15.4,2/26/2021
Black,109352,4.1,3142,6.2,6,2/26/2021
Multi-Race,41164,1.5,647,1.3,2.2,2/26/2021
Other,306058,11.4,1096,2.2,0,2/26/2021
Latino,1487225,55.3,23435,46.2,38.9,2/27/2021
White,539466,20,16017,31.6,36.6,2/27/2021
Asian,183711,6.8,5875,11.6,15.4,2/27/2021
Black,109591,4.1,3161,6.2,6,2/27/2021
Multi-Race,41370,1.5,647,1.3,2.2,2/27/2021
Other,305942,11.4,1103,2.2,0,2/27/2021
Latino,1490539,55.3,23571,46.3,38.9,2/28/2021
White,540449,20,16075,31.5,36.6,2/28/2021
Asian,184102,6.8,5903,11.6,15.4,2/28/2021
Black,109810,4.1,3179,6.2,6,2/28/2021
Multi-Race,41631,1.5,651,1.3,2.2,2/28/2021
Other,305675,11.3,1102,2.2,0,2/28/2021
Latino,1492186,55.3,23608,46.2,38.9,3/1/2021
White,541113,20,16111,31.6,36.6,3/1/2021
Asian,184371,6.8,5910,11.6,15.4,3/1/2021
Black,109920,4.1,3188,6.2,6,3/1/2021
Multi-Race,41740,1.5,655,1.3,2.2,3/1/2021
Other,305643,11.3,1102,2.2,0,3/1/2021
Latino,1494376,55.3,23768,46.3,38.9,3/2/2021
White,541927,20.1,16205,31.5,36.6,3/2/2021
Asian,184765,6.8,5958,11.6,15.4,3/2/2021
Black,110115,4.1,3209,6.2,6,3/2/2021
Multi-Race,41858,1.5,658,1.3,2.2,3/2/2021
Other,305557,11.3,1092,2.1,0,3/2/2021
Latino,1498006,55.3,23976,46.3,38.9,3/3/2021
White,542988,20.1,16317,31.5,36.6,3/3/2021
Asian,185183,6.8,5997,11.6,15.4,3/3/2021
Black,110397,4.1,3222,6.2,6,3/3/2021
Multi-Race,42134,1.6,673,1.3,2.2,3/3/2021
Other,305072,11.3,1094,2.1,0,3/3/2021
Latino,1501574,55.3,24150,46.3,38.9,3/4/2021
White,544198,20.1,16410,31.5,36.6,3/4/2021
Asian,185631,6.8,6041,11.6,15.4,3/4/2021
Black,110700,4.1,3237,6.2,6,3/4/2021
Multi-Race,42391,1.6,690,1.3,2.2,3/4/2021
Other,304856,11.2,1109,2.1,0,3/4/2021
Latino,1505360,55.4,24282,46.3,38.9,3/5/2021
White,545388,20.1,16505,31.5,36.6,3/5/2021
Asian,186096,6.8,6073,11.6,15.4,3/5/2021
Black,110994,4.1,3262,6.2,6,3/5/2021
Multi-Race,42607,1.6,686,1.3,2.2,3/5/2021
Other,304635,11.2,1105,2.1,0,3/5/2021
Latino,1509103,55.4,24402,46.3,38.9,3/6/2021
White,546630,20.1,16586,31.5,36.6,3/6/2021
Asian,186562,6.8,6105,11.6,15.4,3/6/2021
Black,111279,4.1,3275,6.2,6,3/6/2021
Multi-Race,42824,1.6,693,1.3,2.2,3/6/2021
Other,304477,11.2,1103,2.1,0,3/6/2021
Latino,1511539,55.4,24429,46.3,38.9,3/7/2021
White,547503,20.1,16622,31.5,36.6,3/7/2021
Asian,186929,6.8,6132,11.6,15.4,3/7/2021
Black,111452,4.1,3279,6.2,6,3/7/2021
Multi-Race,43025,1.6,702,1.3,2.2,3/7/2021
Other,304365,11.2,1105,2.1,0,3/7/2021
Latino,1513632,55.4,24441,46.3,38.9,3/8/2021
White,548193,20.1,16645,31.5,36.6,3/8/2021
Asian,187197,6.9,6143,11.6,15.4,3/8/2021
Black,111621,4.1,3278,6.2,6,3/8/2021
Multi-Race,43158,1.6,702,1.3,2.2,3/8/2021
Other,304294,11.1,1107,2.1,0,3/8/2021
Latino,1517144,55.4,24687,46.3,38.9,3/9/2021
White,550247,20.1,16739,31.4,36.6,3/9/2021
Asian,187815,6.9,6209,11.7,15.4,3/9/2021
Black,111916,4.1,3309,6.2,6,3/9/2021
Multi-Race,43357,1.6,707,1.3,2.2,3/9/2021
Other,304266,11.1,1118,2.1,0,3/9/2021
Latino,1519953,55.4,24810,46.3,38.9,3/10/2021
White,550982,20.1,16834,31.4,36.6,3/10/2021
Asian,188068,6.9,6246,11.7,15.4,3/10/2021
Black,112115,4.1,3329,6.2,6,3/10/2021
Multi-Race,43554,1.6,712,1.3,2.2,3/10/2021
Other,304006,11.1,1122,2.1,0,3/10/2021
Latino,1523141,55.4,24975,46.4,38.9,3/11/2021
White,552040,20.1,16906,31.4,36.6,3/11/2021
Asian,188440,6.9,6279,11.7,15.4,3/11/2021
Black,112357,4.1,3349,6.2,6,3/11/2021
Multi-Race,43752,1.6,718,1.3,2.2,3/11/2021
Other,303622,11,1118,2.1,0,3/11/2021
