county,state_id,state_name,Lat,Long,population,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,Date
Santa Clara,CA,California,37.2318,121.6951,1927470,106392,1624,344,30,2021-02-11
Santa Clara,CA,California,37.2318,121.6951,1927470,106759,1643,367,19,2021-02-12
Santa Clara,CA,California,37.2318,121.6951,1927470,107125,1661,366,18,2021-02-13
Santa Clara,CA,California,37.2318,121.6951,1927470,107412,1666,287,5,2021-02-14
Santa Clara,CA,California,37.2318,121.6951,1927470,107630,1668,218,2,2021-02-15
Santa Clara,CA,California,37.2318,121.6951,1927470,107754,1669,124,1,2021-02-16
Santa Clara,CA,California,37.2318,121.6951,1927470,107949,1682,195,13,2021-02-17
Santa Clara,CA,California,37.2318,121.6951,1927470,108210,1708,261,26,2021-02-18
Santa Clara,CA,California,37.2318,121.6951,1927470,108400,1725,190,17,2021-02-19
Santa Clara,CA,California,37.2318,121.6951,1927470,108728,1728,328,3,2021-02-20
Santa Clara,CA,California,37.2318,121.6951,1927470,108992,1729,264,1,2021-02-21
Santa Clara,CA,California,37.2318,121.6951,1927470,109213,1736,221,7,2021-02-22
Santa Clara,CA,California,37.2318,121.6951,1927470,109449,1747,236,11,2021-02-23
Santa Clara,CA,California,37.2318,121.6951,1927470,109671,1747,222,0,2021-02-24
Santa Clara,CA,California,37.2318,121.6951,1927470,109923,1765,252,18,2021-02-25
Santa Clara,CA,California,37.2318,121.6951,1927470,110168,1777,245,12,2021-02-26
Santa Clara,CA,California,37.2318,121.6951,1927470,110361,1777,193,0,2021-02-27
Santa Clara,CA,California,37.2318,121.6951,1927470,110556,1777,195,0,2021-02-28
Santa Clara,CA,California,37.2318,121.6951,1927470,110684,1781,128,4,2021-03-01
Santa Clara,CA,California,37.2318,121.6951,1927470,110832,1797,148,16,2021-03-02
Santa Clara,CA,California,37.2318,121.6951,1927470,110991,1798,159,1,2021-03-03
Santa Clara,CA,California,37.2318,121.6951,1927470,111194,1820,203,22,2021-03-04
Santa Clara,CA,California,37.2318,121.6951,1927470,111384,1822,190,2,2021-03-05
Santa Clara,CA,California,37.2318,121.6951,1927470,111570,1822,186,0,2021-03-06
Santa Clara,CA,California,37.2318,121.6951,1927470,111745,1822,175,0,2021-03-07
Santa Clara,CA,California,37.2318,121.6951,1927470,111882,1827,137,5,2021-03-08
Santa Clara,CA,California,37.2318,121.6951,1927470,111963,1830,81,3,2021-03-09
Santa Clara,CA,California,37.2318,121.6951,1927470,112103,1835,140,5,2021-03-10
Santa Clara,CA,California,37.2318,121.6951,1927470,112246,1836,143,1,2021-03-11
San Mateo,CA,California,37.4229,122.329,767423,57,1,57,1,2020-03-18
San Mateo,CA,California,37.4229,122.329,767423,58,1,1,0,2020-03-19
San Mateo,CA,California,37.4229,122.329,767423,71,1,13,0,2020-03-20
San Mateo,CA,California,37.4229,122.329,767423,78,1,7,0,2020-03-21
San Mateo,CA,California,37.4229,122.329,767423,82,1,4,0,2020-03-22
San Mateo,CA,California,37.4229,122.329,767423,88,1,6,0,2020-03-23
San Mateo,CA,California,37.4229,122.329,767423,100,2,12,1,2020-03-24
San Mateo,CA,California,37.4229,122.329,767423,111,5,11,3,2020-03-25
San Mateo,CA,California,37.4229,122.329,767423,122,5,11,0,2020-03-26
San Mateo,CA,California,37.4229,122.329,767423,213,7,91,2,2020-03-27
San Mateo,CA,California,37.4229,122.329,767423,231,9,18,2,2020-03-28
San Mateo,CA,California,37.4229,122.329,767423,234,12,3,3,2020-03-29
San Mateo,CA,California,37.4229,122.329,767423,257,11,23,-1,2020-03-30
San Mateo,CA,California,37.4229,122.329,767423,297,12,40,1,2020-03-31
San Mateo,CA,California,37.4229,122.329,767423,354,13,57,1,2020-04-01
San Mateo,CA,California,37.4229,122.329,767423,423,13,69,0,2020-04-02
San Mateo,CA,California,37.4229,122.329,767423,474,13,51,0,2020-04-03
San Mateo,CA,California,37.4229,122.329,767423,520,17,46,4,2020-04-04
San Mateo,CA,California,37.4229,122.329,767423,528,19,8,2,2020-04-05
San Mateo,CA,California,37.4229,122.329,767423,569,20,41,1,2020-04-06
San Mateo,CA,California,37.4229,122.329,767423,573,22,4,2,2020-04-07
San Mateo,CA,California,37.4229,122.329,767423,608,22,35,0,2020-04-08
San Mateo,CA,California,37.4229,122.329,767423,630,23,22,1,2020-04-09
San Mateo,CA,California,37.4229,122.329,767423,642,21,12,-2,2020-04-10
San Mateo,CA,California,37.4229,122.329,767423,662,25,20,4,2020-04-11
San Mateo,CA,California,37.4229,122.329,767423,664,25,2,0,2020-04-12
San Mateo,CA,California,37.4229,122.329,767423,679,25,15,0,2020-04-13
San Mateo,CA,California,37.4229,122.329,767423,681,25,2,0,2020-04-14
San Mateo,CA,California,37.4229,122.329,767423,707,25,26,0,2020-04-15
San Mateo,CA,California,37.4229,122.329,767423,745,25,38,0,2020-04-16
San Mateo,CA,California,37.4229,122.329,767423,768,28,23,3,2020-04-17
San Mateo,CA,California,37.4229,122.329,767423,821,28,53,0,2020-04-18
San Mateo,CA,California,37.4229,122.329,767423,845,31,24,3,2020-04-19
San Mateo,CA,California,37.4229,122.329,767423,890,31,45,0,2020-04-20
San Mateo,CA,California,37.4229,122.329,767423,933,31,43,0,2020-04-21
San Mateo,CA,California,37.4229,122.329,767423,945,39,12,8,2020-04-22
San Mateo,CA,California,37.4229,122.329,767423,970,39,25,0,2020-04-23
San Mateo,CA,California,37.4229,122.329,767423,1004,43,34,4,2020-04-24
San Mateo,CA,California,37.4229,122.329,767423,1054,43,50,0,2020-04-25
San Mateo,CA,California,37.4229,122.329,767423,1070,46,16,3,2020-04-26
San Mateo,CA,California,37.4229,122.329,767423,1092,46,22,0,2020-04-27
San Mateo,CA,California,37.4229,122.329,767423,1129,48,37,2,2020-04-28
San Mateo,CA,California,37.4229,122.329,767423,1170,50,41,2,2020-04-29
San Mateo,CA,California,37.4229,122.329,767423,1194,52,24,2,2020-04-30
San Mateo,CA,California,37.4229,122.329,767423,1222,52,28,0,2020-05-01
San Mateo,CA,California,37.4229,122.329,767423,1272,52,50,0,2020-05-02
San Mateo,CA,California,37.4229,122.329,767423,1277,53,5,1,2020-05-03
San Mateo,CA,California,37.4229,122.329,767423,1313,53,36,0,2020-05-04
San Mateo,CA,California,37.4229,122.329,767423,1335,56,22,3,2020-05-05
San Mateo,CA,California,37.4229,122.329,767423,1348,56,13,0,2020-05-06
San Mateo,CA,California,37.4229,122.329,767423,1398,57,50,1,2020-05-07
San Mateo,CA,California,37.4229,122.329,767423,1423,62,25,5,2020-05-08
San Mateo,CA,California,37.4229,122.329,767423,1453,65,30,3,2020-05-09
San Mateo,CA,California,37.4229,122.329,767423,1463,65,10,0,2020-05-10
San Mateo,CA,California,37.4229,122.329,767423,1499,65,36,0,2020-05-11
San Mateo,CA,California,37.4229,122.329,767423,1533,66,34,1,2020-05-12
San Mateo,CA,California,37.4229,122.329,767423,1550,66,17,0,2020-05-13
San Mateo,CA,California,37.4229,122.329,767423,1588,66,38,0,2020-05-14
San Mateo,CA,California,37.4229,122.329,767423,1612,67,24,1,2020-05-15
San Mateo,CA,California,37.4229,122.329,767423,1652,68,40,1,2020-05-16
San Mateo,CA,California,37.4229,122.329,767423,1680,68,28,0,2020-05-17
San Mateo,CA,California,37.4229,122.329,767423,1701,68,21,0,2020-05-18
San Mateo,CA,California,37.4229,122.329,767423,1704,75,3,7,2020-05-19
San Mateo,CA,California,37.4229,122.329,767423,1739,75,35,0,2020-05-20
San Mateo,CA,California,37.4229,122.329,767423,1791,75,52,0,2020-05-21
San Mateo,CA,California,37.4229,122.329,767423,1847,76,56,1,2020-05-22
San Mateo,CA,California,37.4229,122.329,767423,1862,76,15,0,2020-05-23
San Mateo,CA,California,37.4229,122.329,767423,1925,76,63,0,2020-05-24
San Mateo,CA,California,37.4229,122.329,767423,1938,76,13,0,2020-05-25
San Mateo,CA,California,37.4229,122.329,767423,1967,82,29,6,2020-05-26
San Mateo,CA,California,37.4229,122.329,767423,2045,82,78,0,2020-05-27
San Mateo,CA,California,37.4229,122.329,767423,2070,82,25,0,2020-05-28
San Mateo,CA,California,37.4229,122.329,767423,2103,84,33,2,2020-05-29
San Mateo,CA,California,37.4229,122.329,767423,2129,84,26,0,2020-05-30
San Mateo,CA,California,37.4229,122.329,767423,2169,84,40,0,2020-05-31
San Mateo,CA,California,37.4229,122.329,767423,2190,84,21,0,2020-06-01
San Mateo,CA,California,37.4229,122.329,767423,2203,84,13,0,2020-06-02
San Mateo,CA,California,37.4229,122.329,767423,2243,84,40,0,2020-06-03
San Mateo,CA,California,37.4229,122.329,767423,2284,84,41,0,2020-06-04
San Mateo,CA,California,37.4229,122.329,767423,2331,88,47,4,2020-06-05
San Mateo,CA,California,37.4229,122.329,767423,2342,88,11,0,2020-06-06
San Mateo,CA,California,37.4229,122.329,767423,2399,88,57,0,2020-06-07
San Mateo,CA,California,37.4229,122.329,767423,2431,88,32,0,2020-06-08
San Mateo,CA,California,37.4229,122.329,767423,2463,93,32,5,2020-06-09
San Mateo,CA,California,37.4229,122.329,767423,2492,93,29,0,2020-06-10
San Mateo,CA,California,37.4229,122.329,767423,2499,93,7,0,2020-06-11
San Mateo,CA,California,37.4229,122.329,767423,2533,99,34,6,2020-06-12
San Mateo,CA,California,37.4229,122.329,767423,2551,99,18,0,2020-06-13
San Mateo,CA,California,37.4229,122.329,767423,2571,99,20,0,2020-06-14
San Mateo,CA,California,37.4229,122.329,767423,2591,99,20,0,2020-06-15
San Mateo,CA,California,37.4229,122.329,767423,2618,99,27,0,2020-06-16
San Mateo,CA,California,37.4229,122.329,767423,2649,99,31,0,2020-06-17
San Mateo,CA,California,37.4229,122.329,767423,2674,99,25,0,2020-06-18
San Mateo,CA,California,37.4229,122.329,767423,2713,103,39,4,2020-06-19
San Mateo,CA,California,37.4229,122.329,767423,2755,103,42,0,2020-06-20
San Mateo,CA,California,37.4229,122.329,767423,2781,103,26,0,2020-06-21
San Mateo,CA,California,37.4229,122.329,767423,2813,103,32,0,2020-06-22
San Mateo,CA,California,37.4229,122.329,767423,2907,103,94,0,2020-06-23
San Mateo,CA,California,37.4229,122.329,767423,2964,104,57,1,2020-06-24
San Mateo,CA,California,37.4229,122.329,767423,3000,104,36,0,2020-06-25
San Mateo,CA,California,37.4229,122.329,767423,3063,106,63,2,2020-06-26
San Mateo,CA,California,37.4229,122.329,767423,3096,106,33,0,2020-06-27
San Mateo,CA,California,37.4229,122.329,767423,3162,106,66,0,2020-06-28
San Mateo,CA,California,37.4229,122.329,767423,3249,106,87,0,2020-06-29
San Mateo,CA,California,37.4229,122.329,767423,3306,108,57,2,2020-06-30
San Mateo,CA,California,37.4229,122.329,767423,3326,108,20,0,2020-07-01
San Mateo,CA,California,37.4229,122.329,767423,3390,108,64,0,2020-07-02
San Mateo,CA,California,37.4229,122.329,767423,3439,108,49,0,2020-07-03
San Mateo,CA,California,37.4229,122.329,767423,3532,108,93,0,2020-07-04
San Mateo,CA,California,37.4229,122.329,767423,3575,108,43,0,2020-07-05
San Mateo,CA,California,37.4229,122.329,767423,3650,108,75,0,2020-07-06
San Mateo,CA,California,37.4229,122.329,767423,3691,111,41,3,2020-07-07
San Mateo,CA,California,37.4229,122.329,767423,3733,111,42,0,2020-07-08
San Mateo,CA,California,37.4229,122.329,767423,3792,111,59,0,2020-07-09
San Mateo,CA,California,37.4229,122.329,767423,3844,112,52,1,2020-07-10
San Mateo,CA,California,37.4229,122.329,767423,3956,112,112,0,2020-07-11
San Mateo,CA,California,37.4229,122.329,767423,3988,112,32,0,2020-07-12
San Mateo,CA,California,37.4229,122.329,767423,4057,112,69,0,2020-07-13
San Mateo,CA,California,37.4229,122.329,767423,4173,114,116,2,2020-07-14
San Mateo,CA,California,37.4229,122.329,767423,4258,114,85,0,2020-07-15
San Mateo,CA,California,37.4229,122.329,767423,4336,114,78,0,2020-07-16
San Mateo,CA,California,37.4229,122.329,767423,4407,114,71,0,2020-07-17
San Mateo,CA,California,37.4229,122.329,767423,4488,114,81,0,2020-07-18
San Mateo,CA,California,37.4229,122.329,767423,4522,114,34,0,2020-07-19
San Mateo,CA,California,37.4229,122.329,767423,4609,114,87,0,2020-07-20
San Mateo,CA,California,37.4229,122.329,767423,4733,114,124,0,2020-07-21
San Mateo,CA,California,37.4229,122.329,767423,4796,114,63,0,2020-07-22
San Mateo,CA,California,37.4229,122.329,767423,4895,114,99,0,2020-07-23
San Mateo,CA,California,37.4229,122.329,767423,4954,117,59,3,2020-07-24
San Mateo,CA,California,37.4229,122.329,767423,5023,117,69,0,2020-07-25
San Mateo,CA,California,37.4229,122.329,767423,5078,117,55,0,2020-07-26
San Mateo,CA,California,37.4229,122.329,767423,5108,117,30,0,2020-07-27
San Mateo,CA,California,37.4229,122.329,767423,5171,118,63,1,2020-07-28
San Mateo,CA,California,37.4229,122.329,767423,5305,118,134,0,2020-07-29
San Mateo,CA,California,37.4229,122.329,767423,5369,118,64,0,2020-07-30
San Mateo,CA,California,37.4229,122.329,767423,5416,119,47,1,2020-07-31
San Mateo,CA,California,37.4229,122.329,767423,5520,119,104,0,2020-08-01
San Mateo,CA,California,37.4229,122.329,767423,5618,119,98,0,2020-08-02
San Mateo,CA,California,37.4229,122.329,767423,5661,119,43,0,2020-08-03
San Mateo,CA,California,37.4229,122.329,767423,5690,120,29,1,2020-08-04
San Mateo,CA,California,37.4229,122.329,767423,5695,120,5,0,2020-08-05
San Mateo,CA,California,37.4229,122.329,767423,5885,120,190,0,2020-08-06
San Mateo,CA,California,37.4229,122.329,767423,5948,120,63,0,2020-08-07
San Mateo,CA,California,37.4229,122.329,767423,6021,120,73,0,2020-08-08
San Mateo,CA,California,37.4229,122.329,767423,6094,120,73,0,2020-08-09
San Mateo,CA,California,37.4229,122.329,767423,6222,120,128,0,2020-08-10
San Mateo,CA,California,37.4229,122.329,767423,6339,122,117,2,2020-08-11
San Mateo,CA,California,37.4229,122.329,767423,6427,122,88,0,2020-08-12
San Mateo,CA,California,37.4229,122.329,767423,6503,122,76,0,2020-08-13
San Mateo,CA,California,37.4229,122.329,767423,6655,126,152,4,2020-08-14
San Mateo,CA,California,37.4229,122.329,767423,6860,126,205,0,2020-08-15
San Mateo,CA,California,37.4229,122.329,767423,6942,126,82,0,2020-08-16
San Mateo,CA,California,37.4229,122.329,767423,6987,126,45,0,2020-08-17
San Mateo,CA,California,37.4229,122.329,767423,7074,127,87,1,2020-08-18
San Mateo,CA,California,37.4229,122.329,767423,7146,127,72,0,2020-08-19
San Mateo,CA,California,37.4229,122.329,767423,7188,127,42,0,2020-08-20
San Mateo,CA,California,37.4229,122.329,767423,7253,128,65,1,2020-08-21
San Mateo,CA,California,37.4229,122.329,767423,7361,128,108,0,2020-08-22
San Mateo,CA,California,37.4229,122.329,767423,7450,128,89,0,2020-08-23
San Mateo,CA,California,37.4229,122.329,767423,7502,128,52,0,2020-08-24
San Mateo,CA,California,37.4229,122.329,767423,7636,130,134,2,2020-08-25
San Mateo,CA,California,37.4229,122.329,767423,7655,130,19,0,2020-08-26
San Mateo,CA,California,37.4229,122.329,767423,7728,130,73,0,2020-08-27
San Mateo,CA,California,37.4229,122.329,767423,7783,131,55,1,2020-08-28
San Mateo,CA,California,37.4229,122.329,767423,7928,131,145,0,2020-08-29
San Mateo,CA,California,37.4229,122.329,767423,8013,131,85,0,2020-08-30
San Mateo,CA,California,37.4229,122.329,767423,8065,131,52,0,2020-08-31
San Mateo,CA,California,37.4229,122.329,767423,8132,132,67,1,2020-09-01
San Mateo,CA,California,37.4229,122.329,767423,8148,132,16,0,2020-09-02
San Mateo,CA,California,37.4229,122.329,767423,8211,132,63,0,2020-09-03
San Mateo,CA,California,37.4229,122.329,767423,8275,135,64,3,2020-09-04
San Mateo,CA,California,37.4229,122.329,767423,8352,135,77,0,2020-09-05
San Mateo,CA,California,37.4229,122.329,767423,8387,135,35,0,2020-09-06
San Mateo,CA,California,37.4229,122.329,767423,8409,135,22,0,2020-09-07
San Mateo,CA,California,37.4229,122.329,767423,8460,136,51,1,2020-09-08
San Mateo,CA,California,37.4229,122.329,767423,8478,136,18,0,2020-09-09
San Mateo,CA,California,37.4229,122.329,767423,8529,136,51,0,2020-09-10
San Mateo,CA,California,37.4229,122.329,767423,8611,139,82,3,2020-09-11
San Mateo,CA,California,37.4229,122.329,767423,8759,139,148,0,2020-09-12
San Mateo,CA,California,37.4229,122.329,767423,8811,139,52,0,2020-09-13
San Mateo,CA,California,37.4229,122.329,767423,8847,139,36,0,2020-09-14
San Mateo,CA,California,37.4229,122.329,767423,8895,142,48,3,2020-09-15
San Mateo,CA,California,37.4229,122.329,767423,8944,142,49,0,2020-09-16
San Mateo,CA,California,37.4229,122.329,767423,8984,142,40,0,2020-09-17
San Mateo,CA,California,37.4229,122.329,767423,9062,142,78,0,2020-09-18
San Mateo,CA,California,37.4229,122.329,767423,9158,143,96,1,2020-09-19
San Mateo,CA,California,37.4229,122.329,767423,9198,143,40,0,2020-09-20
San Mateo,CA,California,37.4229,122.329,767423,9239,143,41,0,2020-09-21
San Mateo,CA,California,37.4229,122.329,767423,9291,144,52,1,2020-09-22
San Mateo,CA,California,37.4229,122.329,767423,9351,144,60,0,2020-09-23
San Mateo,CA,California,37.4229,122.329,767423,9376,144,25,0,2020-09-24
San Mateo,CA,California,37.4229,122.329,767423,9447,150,71,6,2020-09-25
San Mateo,CA,California,37.4229,122.329,767423,9509,150,62,0,2020-09-26
San Mateo,CA,California,37.4229,122.329,767423,9566,150,57,0,2020-09-27
San Mateo,CA,California,37.4229,122.329,767423,9582,150,16,0,2020-09-28
San Mateo,CA,California,37.4229,122.329,767423,9619,150,37,0,2020-09-29
San Mateo,CA,California,37.4229,122.329,767423,9634,150,15,0,2020-09-30
San Mateo,CA,California,37.4229,122.329,767423,9681,150,47,0,2020-10-01
San Mateo,CA,California,37.4229,122.329,767423,9745,152,64,2,2020-10-02
San Mateo,CA,California,37.4229,122.329,767423,9822,152,77,0,2020-10-03
San Mateo,CA,California,37.4229,122.329,767423,9858,152,36,0,2020-10-04
San Mateo,CA,California,37.4229,122.329,767423,9896,152,38,0,2020-10-05
San Mateo,CA,California,37.4229,122.329,767423,9934,154,38,2,2020-10-06
San Mateo,CA,California,37.4229,122.329,767423,9980,154,46,0,2020-10-07
San Mateo,CA,California,37.4229,122.329,767423,10044,154,64,0,2020-10-08
San Mateo,CA,California,37.4229,122.329,767423,10140,155,96,1,2020-10-09
San Mateo,CA,California,37.4229,122.329,767423,10218,155,78,0,2020-10-10
San Mateo,CA,California,37.4229,122.329,767423,10240,155,22,0,2020-10-11
San Mateo,CA,California,37.4229,122.329,767423,10262,155,22,0,2020-10-12
San Mateo,CA,California,37.4229,122.329,767423,10286,155,24,0,2020-10-13
San Mateo,CA,California,37.4229,122.329,767423,10309,155,23,0,2020-10-14
San Mateo,CA,California,37.4229,122.329,767423,10340,155,31,0,2020-10-15
San Mateo,CA,California,37.4229,122.329,767423,10405,157,65,2,2020-10-16
San Mateo,CA,California,37.4229,122.329,767423,10423,157,18,0,2020-10-17
San Mateo,CA,California,37.4229,122.329,767423,10503,157,80,0,2020-10-18
San Mateo,CA,California,37.4229,122.329,767423,10568,157,65,0,2020-10-19
San Mateo,CA,California,37.4229,122.329,767423,10659,157,91,0,2020-10-20
San Mateo,CA,California,37.4229,122.329,767423,10730,157,71,0,2020-10-21
San Mateo,CA,California,37.4229,122.329,767423,10796,157,66,0,2020-10-22
San Mateo,CA,California,37.4229,122.329,767423,10872,159,76,2,2020-10-23
San Mateo,CA,California,37.4229,122.329,767423,10942,159,70,0,2020-10-24
San Mateo,CA,California,37.4229,122.329,767423,10987,159,45,0,2020-10-25
San Mateo,CA,California,37.4229,122.329,767423,11037,159,50,0,2020-10-26
San Mateo,CA,California,37.4229,122.329,767423,11074,159,37,0,2020-10-27
San Mateo,CA,California,37.4229,122.329,767423,11101,159,27,0,2020-10-28
San Mateo,CA,California,37.4229,122.329,767423,11145,159,44,0,2020-10-29
San Mateo,CA,California,37.4229,122.329,767423,11207,161,62,2,2020-10-30
San Mateo,CA,California,37.4229,122.329,767423,11253,161,46,0,2020-10-31
San Mateo,CA,California,37.4229,122.329,767423,11280,161,27,0,2020-11-01
San Mateo,CA,California,37.4229,122.329,767423,11328,161,48,0,2020-11-02
